0;0;0;0;land;false;unknown;0
1;243;225;115;land;false;forest;1
2;250;223;106;land;false;desert;1
3;174;233;215;land;false;mountain;1
4;162;172;174;land;false;mountain;1
5;232;202;243;land;false;hills;1
6;174;229;194;land;true;desert;1
7;134;178;199;land;false;hills;1
8;193;242;189;land;true;jungle;1
9;228;210;89;land;true;mountain;1
10;250;109;184;land;false;desert;1
11;248;170;217;land;false;forest;1
12;215;239;192;land;false;hills;1
13;254;209;139;land;false;plains;1
14;232;238;58;land;false;desert;1
15;146;190;175;land;true;forest;1
16;57;223;235;land;false;mountain;1
17;156;238;252;land;false;forest;1
18;184;175;151;land;false;mountain;1
19;43;219;242;land;true;forest;1
20;220;194;94;land;false;desert;1
21;233;72;228;land;true;mountain;1
22;237;249;86;land;true;forest;1
23;241;194;148;land;true;mountain;1
24;205;224;154;land;true;plains;1
25;224;244;123;land;false;jungle;1
26;239;153;136;land;false;plains;1
27;243;213;112;land;false;forest;1
28;246;108;148;land;false;hills;1
29;156;233;201;land;false;mountain;1
30;237;142;233;land;false;mountain;1
31;213;246;252;land;false;hills;1
32;249;85;180;land;false;forest;1
33;44;252;250;land;false;forest;1
34;250;174;109;land;true;mountain;1
35;242;153;240;land;true;mountain;1
36;234;181;88;land;false;forest;1
37;236;89;235;land;true;forest;1
38;104;188;238;land;false;jungle;1
39;250;240;144;land;true;jungle;1
40;135;185;202;land;true;jungle;1
41;117;149;237;land;false;plains;1
42;246;201;57;land;true;mountain;1
43;222;196;115;land;false;hills;1
44;178;186;216;land;true;forest;1
45;233;200;228;land;true;forest;1
46;218;240;247;land;false;forest;1
47;224;171;199;land;true;mountain;1
48;232;185;100;land;false;mountain;1
49;239;183;159;land;true;mountain;1
50;238;214;64;land;true;mountain;1
51;30;251;254;land;false;forest;1
52;219;78;247;land;false;hills;1
53;153;226;224;land;false;mountain;1
54;237;72;225;land;true;mountain;1
55;240;155;181;land;false;mountain;1
56;195;245;122;land;true;forest;1
57;203;135;245;land;true;forest;1
58;168;214;129;land;true;mountain;1
59;225;168;190;land;true;forest;1
60;253;35;244;land;true;jungle;1
61;225;194;179;land;true;forest;1
62;240;146;213;land;false;forest;1
63;160;244;169;land;false;mountain;1
64;126;160;215;land;false;desert;1
65;215;151;243;land;true;mountain;1
66;147;186;177;land;true;mountain;1
67;199;241;213;land;true;forest;1
68;56;239;247;land;true;hills;1
69;203;73;250;land;true;forest;1
70;205;119;182;land;false;hills;1
71;180;101;249;land;true;mountain;1
72;220;34;254;land;false;mountain;1
73;229;152;165;land;true;mountain;1
74;198;212;212;land;false;hills;1
75;234;123;245;land;false;forest;1
76;229;226;47;land;false;mountain;1
77;216;189;116;land;true;forest;1
78;191;141;215;land;true;mountain;1
79;243;100;175;land;true;mountain;1
80;119;222;169;land;false;jungle;1
81;226;82;208;land;false;desert;1
82;231;150;138;land;true;plains;1
83;198;203;125;land;false;forest;1
84;220;223;121;land;false;desert;1
85;119;238;217;land;true;mountain;1
86;226;184;116;land;true;forest;1
87;197;147;217;land;false;forest;1
88;244;130;155;land;false;forest;1
89;248;219;77;land;false;mountain;1
90;142;246;202;land;false;mountain;1
91;239;163;192;land;false;forest;1
92;118;135;254;land;true;mountain;1
93;218;214;209;land;true;forest;1
94;226;249;148;land;false;forest;1
95;173;118;212;land;true;mountain;1
96;238;211;98;land;false;mountain;1
97;181;229;179;land;false;forest;1
98;187;212;254;land;true;mountain;1
99;164;199;180;land;false;mountain;1
100;170;225;161;land;false;hills;1
101;149;249;252;land;false;forest;1
102;226;140;204;land;false;mountain;1
103;249;38;246;land;true;mountain;1
104;88;252;247;land;false;forest;1
105;203;172;229;land;false;desert;1
106;80;232;243;land;true;forest;1
107;189;161;174;land;true;plains;1
108;121;220;231;land;false;hills;1
109;156;238;213;land;false;forest;1
110;247;220;72;land;true;forest;1
111;249;205;179;land;false;forest;1
112;136;166;221;land;false;hills;1
113;218;207;231;land;true;mountain;1
114;125;210;215;land;false;mountain;1
115;178;109;240;land;false;mountain;1
116;117;245;247;land;false;plains;1
117;239;170;188;land;false;mountain;1
118;246;121;141;land;true;forest;1
119;185;167;233;land;true;forest;1
120;225;104;237;land;true;forest;1
121;226;249;71;land;true;forest;1
122;114;246;152;land;false;desert;1
123;161;166;208;land;false;hills;1
124;251;89;168;land;false;mountain;1
125;145;142;219;land;true;mountain;1
126;202;217;206;land;false;forest;1
127;141;163;222;land;false;mountain;1
128;161;152;242;land;false;mountain;1
129;136;225;167;land;false;mountain;1
130;203;187;223;land;true;mountain;1
131;140;172;199;land;false;desert;1
132;170;247;88;land;false;hills;1
133;108;160;245;land;true;mountain;1
134;235;213;139;land;true;plains;1
135;169;146;249;land;true;hills;1
136;222;219;227;land;true;mountain;1
137;52;213;245;land;false;hills;1
138;223;236;177;land;true;plains;1
139;246;99;180;land;true;jungle;1
140;226;146;228;land;false;forest;1
141;246;239;207;land;true;mountain;1
142;167;146;241;land;false;desert;1
143;213;122;235;land;false;desert;1
144;187;156;184;land;false;forest;1
145;200;247;232;land;false;jungle;1
146;235;112;182;land;true;forest;1
147;230;236;38;land;false;mountain;1
148;245;163;214;land;false;mountain;1
149;251;210;160;land;true;forest;1
150;84;182;249;land;false;mountain;1
151;151;246;137;land;true;mountain;1
152;167;209;195;land;false;hills;1
153;249;234;193;land;false;forest;1
154;174;174;192;land;false;forest;1
155;215;191;152;land;false;forest;1
156;245;249;67;land;false;forest;1
157;103;238;234;land;true;desert;1
158;168;230;151;land;true;mountain;1
159;9;251;252;land;false;mountain;1
160;241;133;147;land;false;plains;1
161;170;227;234;land;false;hills;1
162;209;123;230;land;false;mountain;1
163;217;175;207;land;true;mountain;1
164;88;247;206;land;false;forest;1
165;240;185;244;land;false;forest;1
166;125;245;194;land;false;mountain;1
167;120;165;241;land;false;hills;1
168;83;241;182;land;false;forest;1
169;78;207;227;land;false;desert;1
170;207;202;233;land;true;mountain;1
171;220;98;248;land;true;mountain;1
172;132;189;247;land;false;desert;1
173;92;253;235;land;true;forest;1
174;138;226;145;land;false;forest;1
175;241;159;221;land;false;hills;1
176;110;228;222;land;false;forest;1
177;190;213;230;land;false;mountain;1
178;212;250;98;land;true;forest;1
179;153;195;166;land;true;forest;1
180;173;241;254;land;false;mountain;1
181;164;175;178;land;true;forest;1
182;184;239;116;land;false;forest;1
183;153;241;173;land;false;forest;1
184;209;234;174;land;false;mountain;1
185;159;245;237;land;true;hills;1
186;226;210;103;land;true;desert;1
187;230;213;130;land;false;mountain;1
188;222;79;210;land;true;forest;1
189;225;144;152;land;false;plains;1
190;247;48;223;land;true;forest;1
191;180;139;205;land;false;desert;1
192;196;230;78;land;false;mountain;1
193;254;83;166;land;false;forest;1
194;242;242;141;land;true;mountain;1
195;208;248;77;land;true;mountain;1
196;224;210;151;land;true;plains;1
197;182;157;237;land;true;jungle;1
198;188;233;244;land;false;mountain;1
199;252;183;140;land;true;forest;1
200;215;242;164;land;true;desert;1
201;144;188;178;land;false;plains;1
202;86;218;229;land;false;mountain;1
203;136;228;146;land;false;plains;1
204;206;136;167;land;false;hills;1
205;218;186;171;land;false;mountain;1
206;131;251;171;land;false;hills;1
207;98;253;220;land;false;hills;1
208;129;189;240;land;true;forest;1
209;193;230;193;land;true;desert;1
210;231;214;198;land;false;hills;1
211;135;243;176;land;false;forest;1
212;203;198;143;land;true;mountain;1
213;207;201;95;land;false;desert;1
214;84;254;211;land;true;forest;1
215;178;230;227;land;false;forest;1
216;227;230;125;land;false;forest;1
217;211;249;51;land;true;mountain;1
218;242;169;216;land;true;forest;1
219;51;219;249;land;false;plains;1
220;224;121;186;land;true;mountain;1
221;158;229;171;land;false;hills;1
222;180;235;91;land;false;mountain;1
223;123;209;198;land;false;forest;1
224;172;204;202;land;false;forest;1
225;187;154;244;land;false;mountain;1
226;200;130;237;land;false;desert;1
227;190;120;207;land;false;mountain;1
228;142;224;205;land;false;desert;1
229;252;125;145;land;false;desert;1
230;143;111;249;land;false;hills;1
231;218;168;133;land;false;desert;1
232;158;223;152;land;false;desert;1
233;249;152;161;land;true;mountain;1
234;157;225;192;land;false;forest;1
235;249;133;234;land;false;mountain;1
236;170;160;223;land;false;forest;1
237;221;243;213;land;false;desert;1
238;192;194;195;land;true;mountain;1
239;196;220;101;land;true;plains;1
240;236;166;141;land;false;hills;1
241;185;204;222;land;true;plains;1
242;96;252;161;land;true;mountain;1
243;152;97;253;land;false;hills;1
244;83;191;247;land;true;desert;1
245;136;219;250;land;false;forest;1
246;191;215;219;land;true;mountain;1
247;110;185;246;land;true;mountain;1
248;195;239;149;land;false;forest;1
249;253;184;104;land;false;mountain;1
250;229;219;141;land;true;mountain;1
251;195;231;223;land;false;forest;1
252;149;227;131;land;false;desert;1
253;210;219;236;land;true;forest;1
254;183;224;137;land;false;forest;1
255;126;159;220;land;true;mountain;1
256;153;173;205;land;false;mountain;1
257;221;72;252;land;true;forest;1
258;169;227;234;land;true;forest;1
259;237;228;51;land;false;forest;1
260;198;220;227;land;false;mountain;1
261;193;189;249;land;false;forest;1
262;242;60;202;land;false;forest;1
263;187;116;252;land;true;mountain;1
264;177;183;169;land;false;desert;1
265;210;205;88;land;false;mountain;1
266;237;221;149;land;false;forest;1
267;247;205;153;land;true;forest;1
268;205;169;226;land;true;desert;1
269;217;114;234;land;false;mountain;1
270;224;100;245;land;false;hills;1
271;104;219;246;land;false;forest;1
272;240;247;81;land;true;forest;1
273;231;204;237;land;true;forest;1
274;149;138;226;land;false;mountain;1
275;93;194;228;land;true;forest;1
276;168;215;190;land;false;mountain;1
277;239;202;82;land;false;forest;1
278;243;116;213;land;true;desert;1
279;130;232;230;land;false;desert;1
280;140;246;182;land;true;forest;1
281;216;195;229;land;false;mountain;1
282;154;231;221;land;true;forest;1
283;179;219;153;land;false;mountain;1
284;240;120;247;land;false;forest;1
285;193;167;170;land;false;mountain;1
286;115;249;250;land;true;forest;1
287;233;81;246;land;false;mountain;1
288;201;85;218;land;true;mountain;1
289;210;217;91;land;false;forest;1
290;133;224;239;land;true;mountain;1
291;201;142;183;land;true;forest;1
292;184;113;213;land;true;mountain;1
293;220;193;246;land;true;jungle;1
294;199;157;166;land;false;forest;1
295;254;206;170;land;false;mountain;1
296;251;239;249;land;false;mountain;1
297;132;248;199;land;false;hills;1
298;248;176;77;land;false;hills;1
299;219;38;244;land;false;hills;1
300;240;56;219;land;true;plains;1
301;135;232;238;land;false;mountain;1
302;232;101;213;land;false;forest;1
303;243;202;250;land;false;mountain;1
304;164;218;179;land;true;forest;1
305;250;169;238;land;true;plains;1
306;161;150;239;land;false;mountain;1
307;189;163;164;land;false;forest;1
308;148;249;115;land;false;desert;1
309;241;254;63;land;false;mountain;1
310;144;166;217;land;false;mountain;1
311;207;227;128;land;true;hills;1
312;230;129;195;land;true;forest;1
313;188;254;193;land;false;forest;1
314;217;182;187;land;false;mountain;1
315;197;175;201;land;false;mountain;1
316;181;246;77;land;false;mountain;1
317;177;177;222;land;true;desert;1
318;208;209;247;land;true;mountain;1
319;89;251;207;land;true;mountain;1
320;222;165;194;land;true;mountain;1
321;207;173;129;land;false;forest;1
322;222;238;175;land;false;hills;1
323;215;101;216;land;false;forest;1
324;240;104;203;land;false;mountain;1
325;163;158;192;land;false;mountain;1
326;150;164;210;land;false;hills;1
327;245;188;188;land;false;desert;1
328;215;232;131;land;true;forest;1
329;125;165;234;land;true;forest;1
330;191;254;147;land;true;hills;1
331;165;192;201;land;true;mountain;1
332;135;247;201;land;true;mountain;1
333;212;232;87;land;false;forest;1
334;165;149;223;land;true;hills;1
335;157;251;189;land;false;desert;1
336;127;165;251;land;false;forest;1
337;212;108;246;land;true;plains;1
338;197;117;203;land;true;mountain;1
339;132;237;216;land;true;mountain;1
340;233;92;240;land;false;hills;1
341;97;204;244;land;false;forest;1
342;246;239;246;land;false;mountain;1
343;204;198;231;land;true;forest;1
344;123;227;223;land;true;plains;1
345;233;230;147;land;true;hills;1
346;189;230;101;land;false;plains;1
347;127;249;141;land;true;mountain;1
348;234;201;219;land;true;desert;1
349;108;210;224;land;true;forest;1
350;125;233;250;land;false;hills;1
351;153;140;212;land;false;forest;1
352;107;225;217;land;true;plains;1
353;101;175;241;land;false;mountain;1
354;211;185;228;land;true;forest;1
355;185;219;152;land;false;mountain;1
356;106;246;198;land;true;plains;1
357;49;254;246;land;true;forest;1
358;239;245;254;land;false;forest;1
359;195;205;201;land;false;mountain;1
360;126;199;184;land;false;forest;1
361;250;158;152;land;false;forest;1
362;244;248;227;land;false;forest;1
363;128;147;233;land;true;mountain;1
364;192;157;229;land;false;desert;1
365;254;175;108;land;false;forest;1
366;186;157;244;land;false;hills;1
367;236;230;39;land;false;mountain;1
368;219;128;245;land;false;forest;1
369;138;234;151;land;false;mountain;1
